402.10784912,70.95342255,-4.07926798,168.000000
402.07785034,70.95342255,-4.07926798,169.000000
402.04785156,70.95342255,-4.07926798,168.000000
402.00784302,70.95342255,-4.07926798,169.000000
401.97784424,70.95342255,-4.07926798,167.000000
401.94784546,70.95342255,-4.07926798,169.000000
401.91784668,70.94342804,-4.08926773,169.000000
401.88784790,70.95342255,-4.07926798,172.000000
401.84783936,70.95342255,-4.07926798,171.000000
401.81784058,70.95342255,-4.07926798,174.000000
401.78784180,70.95342255,-4.07926798,174.000000
401.75784302,70.96342468,-4.07926798,170.000000
401.72784424,70.95342255,-4.07926798,171.000000
401.69784546,70.96342468,-4.07926798,171.000000
401.66784668,70.96342468,-4.07926798,169.000000
401.60784912,70.96342468,-4.07926798,171.000000
401.57785034,70.96342468,-4.07926798,172.000000
402.44784546,71.02342224,-4.06926775,167.000000
402.40783691,71.02342224,-4.06926775,168.000000
402.36782837,71.02342224,-4.06926775,167.000000
402.32785034,71.02342224,-4.06926775,170.000000
402.28784180,71.03342438,-4.06926775,167.000000
402.25784302,71.03342438,-4.06926775,168.000000
402.22784424,71.02342224,-4.07926798,164.000000
402.18783569,71.03342438,-4.06926775,169.000000
402.15783691,71.02342224,-4.07926798,166.000000
402.12783813,71.02342224,-4.07926798,166.000000
402.08782959,71.03342438,-4.06926775,167.000000
402.04785156,71.03342438,-4.07926798,170.000000
402.01785278,71.03342438,-4.07926798,174.000000
401.98785400,71.03342438,-4.07926798,172.000000
401.95782471,71.02342224,-4.07926798,173.000000
401.91784668,71.03342438,-4.07926798,169.000000
401.88784790,71.02342224,-4.07926798,175.000000
401.85784912,71.03342438,-4.07926798,171.000000
401.82785034,71.03342438,-4.07926798,172.000000
401.79785156,71.03342438,-4.08926773,168.000000
401.75784302,71.03342438,-4.07926798,170.000000
401.72784424,71.03342438,-4.07926798,173.000000
401.69784546,71.03342438,-4.07926798,173.000000
401.66784668,71.03342438,-4.07926798,173.000000
401.63784790,71.03342438,-4.07926798,172.000000
401.60784912,71.04342651,-4.07926798,172.000000
401.58782959,71.03342438,-4.08926773,171.000000
401.55783081,71.03342438,-4.08926773,168.000000
