333.29785156,34.16342545,-3.71926785,160.000000
333.28784180,34.19342422,-3.71926785,165.000000
333.28784180,34.21342468,-3.71926785,165.000000
333.28784180,34.24342728,-3.71926785,164.000000
333.27783203,34.27342606,-3.71926785,160.000000
333.26785278,34.30342484,-3.71926785,162.000000
333.26785278,34.32342529,-3.71926785,162.000000
333.25784302,34.35342407,-3.71926785,163.000000
333.24783325,34.38342667,-3.71926785,161.000000
333.24783325,34.40342712,-3.71926785,163.000000
333.23785400,34.43342590,-3.71926785,161.000000
333.23785400,34.46342468,-3.71926785,161.000000
333.22784424,34.48342514,-3.71926785,163.000000
333.21783447,34.51342392,-3.71926785,162.000000
333.20782471,34.54342651,-3.72926784,159.000000
333.20782471,34.57342529,-3.71926785,163.000000
333.19784546,34.59342575,-3.72926784,163.000000
333.19784546,34.62342453,-3.71926785,163.000000
333.18783569,34.65342712,-3.72926784,157.000000
333.18783569,34.68342590,-3.72926784,161.000000
333.17782593,34.70342636,-3.72926784,160.000000
333.16784668,34.73342514,-3.72926784,161.000000
333.15783691,34.76342392,-3.72926784,162.000000
333.14782715,34.79342651,-3.73926783,166.000000
333.14782715,34.81342697,-3.72926784,171.000000
333.14782715,34.84342575,-3.72926784,178.000000
333.13784790,34.87342453,-3.72926784,173.000000
333.13784790,34.90342712,-3.71926785,173.000000
333.13784790,34.93342590,-3.71926785,172.000000
333.12783813,34.96342468,-3.71926785,174.000000
333.12783813,34.98342514,-3.71926785,179.000000
333.11782837,35.01342392,-3.71926785,174.000000
333.10784912,35.04342651,-3.71926785,172.000000
333.10784912,35.07342529,-3.71926785,178.000000
333.09783936,35.10342407,-3.71926785,178.000000
333.08782959,35.13342667,-3.71926785,181.000000
333.09783936,35.16342545,-3.71926785,177.000000
333.07785034,35.19342422,-3.71926785,180.000000
333.07785034,35.22342682,-3.71926785,180.000000
333.07785034,35.25342560,-3.71926785,181.000000
333.06784058,35.28342438,-3.71926785,181.000000
333.04785156,35.32342529,-3.71926785,176.000000
333.04785156,35.35342407,-3.71926785,175.000000
333.03784180,35.38342667,-3.71926785,175.000000
333.03784180,35.41342545,-3.71926785,179.000000
333.02783203,35.45342636,-3.71926785,178.000000
333.02783203,35.48342514,-3.71926785,180.000000
333.38784790,34.18342590,-3.71926785,166.000000
333.38784790,34.21342468,-3.71926785,161.000000
333.37783813,34.23342514,-3.72926784,163.000000
333.37783813,34.26342392,-3.71926785,164.000000
333.36782837,34.29342651,-3.71926785,162.000000
333.36782837,34.31342697,-3.71926785,161.000000
333.35784912,34.34342575,-3.71926785,158.000000
333.34783936,34.37342453,-3.71926785,165.000000
333.33782959,34.39342499,-3.71926785,164.000000
333.33782959,34.42342377,-3.71926785,163.000000
333.32785034,34.45342636,-3.71926785,163.000000
333.31784058,34.47342682,-3.72926784,162.000000
333.31784058,34.50342560,-3.72926784,163.000000
333.30783081,34.53342438,-3.72926784,162.000000
333.30783081,34.56342697,-3.71926785,159.000000
333.29785156,34.58342361,-3.72926784,162.000000
333.29785156,34.61342621,-3.72926784,164.000000
333.28784180,34.64342499,-3.72926784,164.000000
333.28784180,34.67342377,-3.71926785,161.000000
333.27783203,34.69342422,-3.71926785,158.000000
333.26785278,34.72342682,-3.72926784,161.000000
333.25784302,34.75342560,-3.72926784,165.000000
333.25784302,34.78342438,-3.72926784,163.000000
333.24783325,34.81342697,-3.72926784,174.000000
333.24783325,34.83342361,-3.72926784,172.000000
333.23785400,34.86342621,-3.72926784,172.000000
333.23785400,34.89342499,-3.71926785,177.000000
333.23785400,34.92342377,-3.71926785,179.000000
333.22784424,34.95342636,-3.71926785,178.000000
333.22784424,34.97342682,-3.71926785,175.000000
333.21783447,35.00342560,-3.71926785,173.000000
333.20782471,35.03342438,-3.72926784,172.000000
333.20782471,35.06342697,-3.71926785,175.000000
333.19784546,35.09342575,-3.71926785,177.000000
333.19784546,35.12342453,-3.71926785,174.000000
333.17782593,35.15342712,-3.72926784,179.000000
333.17782593,35.18342590,-3.71926785,180.000000
333.16784668,35.21342468,-3.71926785,181.000000
333.16784668,35.24342728,-3.72926784,182.000000
333.15783691,35.27342606,-3.71926785,187.000000
333.15783691,35.30342484,-3.71926785,178.000000
333.13784790,35.34342575,-3.72926784,179.000000
333.13784790,35.37342453,-3.71926785,183.000000
333.12783813,35.40342712,-3.71926785,183.000000
333.12783813,35.43342590,-3.71926785,176.000000
333.12783813,35.46342468,-3.71926785,181.000000
333.11782837,35.49342728,-3.71926785,179.000000
333.10784912,35.53342438,-3.71926785,175.000000
333.09783936,35.57342529,-3.72926784,177.000000
333.09783936,35.60342407,-3.71926785,177.000000
